序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2233,000881,中广核技,7.91,-1.25,-0.1,111608.0,88710533.0,3.12,8.1,7.85,7.98,8.01,0.95,1.41,-41.74,1.37,7478318197.0,6251621285.0,0.0,0.25,30.1,9.1
2234,300481,濮阳惠成,16.6,-1.25,-0.21,81822.0,137359298.0,3.15,17.04,16.51,16.9,16.81,1.03,2.78,24.55,2.02,4908675560.0,4879607483.0,0.06,0.12,34.63,-2.64
2235,600824,益民集团,3.95,-1.25,-0.05,167543.0,66623359.0,3.5,4.05,3.91,3.98,4.0,0.62,1.59,87.13,1.73,4163406938.0,4163406938.0,0.51,0.51,34.81,3.67
2236,000922,佳电股份,11.83,-1.25,-0.15,111434.0,132410938.2,3.01,12.12,11.76,11.98,11.98,0.72,1.9,25.51,2.14,7020259782.0,6945916513.0,0.08,0.34,26.66,17.48
2237,000089,深圳机场,7.09,-1.25,-0.09,75938.0,54068792.8,1.25,7.17,7.08,7.13,7.18,0.65,0.37,33.36,1.29,14539955819.0,14539763637.0,0.0,0.0,16.61,12.01
2238,300625,三雄极光,12.6,-1.25,-0.16,33528.0,42488867.12,2.27,12.82,12.53,12.66,12.76,0.52,2.06,43.02,1.68,3519570600.0,2055374446.0,0.16,-0.08,29.1,-11.39
2239,688620,安凯微,9.44,-1.26,-0.12,73407.0,71182801.0,5.44,9.9,9.38,9.76,9.56,1.43,3.21,-124.01,2.51,3700480000.0,2156082029.0,0.0,-0.11,42.6,-19.93
2240,300628,亿联网络,37.7,-1.26,-0.48,45129.0,170713776.15,1.52,38.14,37.56,38.13,38.18,0.73,0.62,17.31,5.74,47645833115.0,27259494063.0,0.19,0.13,21.38,34.4
2241,002922,伊戈尔,16.49,-1.26,-0.21,84305.0,139502495.33,1.62,16.71,16.44,16.68,16.7,0.73,2.28,23.05,2.05,6467465249.0,6099067221.0,0.06,0.06,-6.63,13.33
2242,000539,粤电力Ａ,4.71,-1.26,-0.06,165778.0,78318182.6,1.47,4.76,4.69,4.76,4.77,0.71,0.65,12.64,1.05,24728837574.0,12028853217.0,0.0,0.21,8.78,-3.29
2243,002041,登海种业,10.2,-1.26,-0.13,105234.0,108286088.0,2.71,10.42,10.14,10.28,10.33,0.72,1.2,114.91,2.5,8976000000.0,8976000000.0,0.0,0.0,26.87,-22.67
2244,002294,信立泰,33.72,-1.26,-0.43,53083.0,179186843.98,1.79,34.11,33.5,34.01,34.15,0.59,0.48,55.31,4.37,37591613560.0,37583156618.0,0.0,0.12,10.2,4.85
2245,601868,中国能建,2.35,-1.26,-0.03,2219117.0,522467175.0,1.68,2.38,2.34,2.37,2.38,0.83,0.68,20.39,0.95,97974234545.0,76207509945.0,0.43,0.0,12.98,13.53
2246,300852,四会富仕,26.62,-1.26,-0.34,19834.0,53352091.0,2.71,27.23,26.5,26.94,26.96,1.14,1.45,23.16,2.55,3792000845.0,3643864405.0,0.23,0.23,22.5,-2.53
2247,300836,佰奥智能,48.54,-1.26,-0.62,10685.0,52434938.6,4.07,50.0,48.0,48.66,49.16,0.89,2.5,127.99,5.96,3108134443.0,2073190921.0,0.08,0.27,23.7,71.76
2248,002958,青农商行,3.13,-1.26,-0.04,638213.0,199943070.5,1.89,3.17,3.11,3.16,3.17,0.79,1.3,4.07,0.49,17389080493.0,15418805289.0,0.32,0.64,25.2,24.21
2249,301125,腾亚精工,11.73,-1.26,-0.15,38993.0,45984960.76,3.37,11.99,11.59,11.92,11.88,0.85,6.61,222.82,2.76,1662820402.0,691746487.0,0.17,0.26,39.64,-13.05
2250,000899,赣能股份,8.6,-1.26,-0.11,78845.0,68084092.96,1.84,8.7,8.54,8.69,8.71,0.88,0.81,9.85,1.48,8390828736.0,8390828736.0,0.12,0.35,13.16,13.31
2251,688221,前沿生物-U,9.38,-1.26,-0.12,134390.0,127630990.0,6.74,9.84,9.2,9.45,9.5,0.93,3.59,-13.62,3.06,3513547765.0,3513547765.0,0.0,-0.11,88.35,-5.44
2252,603536,惠发食品,10.94,-1.26,-0.14,288714.0,321212154.0,11.73,11.84,10.54,10.83,11.08,0.85,12.0,-71.07,6.11,2676386762.0,2631422924.0,0.37,0.83,52.58,-29.46
2253,605123,派克新材,57.81,-1.26,-0.74,12513.0,72856139.0,4.39,59.97,57.4,58.55,58.55,1.08,1.03,21.27,1.6,7004889267.0,7004889267.0,0.0,-0.02,26.03,-35.34
2254,600032,浙江新能,7.81,-1.26,-0.1,70696.0,55416925.0,2.02,7.94,7.78,7.92,7.91,0.97,0.29,21.88,1.51,18780514280.0,18780514280.0,0.0,0.13,11.73,-1.51
2255,002367,康力电梯,7.02,-1.27,-0.09,202523.0,143227654.39,2.95,7.19,6.98,7.09,7.11,1.1,3.85,14.93,1.62,5607479033.0,3693926513.0,0.0,0.0,30.0,-2.09
2256,301042,安联锐视,38.2,-1.27,-0.49,24923.0,95899243.0,4.08,39.38,37.8,38.75,38.69,1.21,5.83,26.55,2.56,2664013641.0,1633998391.0,-0.39,-0.47,29.27,3.24
2257,300995,奇德新材,17.93,-1.27,-0.23,14293.0,25849274.0,3.47,18.38,17.75,18.31,18.16,0.82,2.39,203.0,2.41,1508988800.0,1074092723.0,0.34,-0.06,30.21,-15.22
2258,603182,嘉华股份,12.47,-1.27,-0.16,14736.0,18575969.0,2.85,12.73,12.37,12.63,12.63,0.83,1.58,20.13,1.97,2051938500.0,1160691040.0,0.08,0.08,21.19,-13.22
2259,605389,长龄液压,25.67,-1.27,-0.33,13550.0,35125079.0,3.12,26.35,25.54,26.0,26.0,0.52,0.99,30.27,1.77,3698715087.0,3497967729.0,0.0,0.2,43.73,-1.31
2260,300428,立中集团,17.89,-1.27,-0.23,45733.0,82377849.0,2.21,18.22,17.82,18.12,18.12,0.86,0.85,17.23,1.62,11330659391.0,9590320477.0,0.0,0.0,26.25,-14.81
2261,603288,海天味业,46.6,-1.27,-0.6,90718.0,422772625.0,2.01,47.15,46.2,47.15,47.2,0.69,0.16,40.36,8.82,259123985350.0,259123985350.0,0.32,0.45,29.62,24.97
2262,603363,*ST傲农,3.88,-1.27,-0.05,472612.0,190004469.0,6.62,4.13,3.87,3.96,3.93,2.79,6.41,-3.09,-1.86,3376665999.0,2861325509.0,0.0,-0.26,6.89,-36.08
2263,000537,中绿电,9.31,-1.27,-0.12,96466.0,90372180.48,1.8,9.45,9.28,9.4,9.43,0.97,0.47,15.76,0.99,19240067897.0,19240014830.0,-0.11,-0.11,10.83,-1.48
2264,300341,麦克奥迪,20.92,-1.27,-0.27,150885.0,321501748.63,4.39,21.7,20.77,21.17,21.19,0.73,2.93,66.39,6.09,10824224229.0,10780654668.0,-0.1,0.29,154.81,78.35
2265,002824,和胜股份,17.04,-1.27,-0.22,96247.0,164230569.43,2.78,17.38,16.9,17.3,17.26,0.69,5.09,64.16,2.83,4756103940.0,3223201251.0,0.0,0.47,15.84,-16.39
2266,002407,多氟多,13.16,-1.28,-0.17,252662.0,335170033.26,3.3,13.54,13.1,13.51,13.33,0.85,2.34,470.68,1.77,15666092608.0,14220048870.0,0.0,0.15,34.56,-11.8
2267,605286,同力日升,31.7,-1.28,-0.41,35952.0,115293691.0,4.17,32.75,31.41,32.02,32.11,1.08,2.14,18.16,2.73,5325600000.0,5325600000.0,0.06,0.28,45.68,7.97
2268,301552,科力装备,52.57,-1.28,-0.68,7547.0,39903782.03,2.65,53.65,52.24,53.24,53.25,0.8,5.5,23.32,3.22,3574760000.0,721702461.0,0.0,0.04,21.16,75.23
2269,600241,时代万恒,7.73,-1.28,-0.1,79548.0,62558610.0,5.87,8.13,7.67,7.8,7.83,1.59,2.7,90.73,1.95,2274955349.0,2274955349.0,0.0,0.26,49.23,-13.82
2270,301170,锡南科技,24.72,-1.28,-0.32,15204.0,37913115.0,2.64,25.29,24.63,25.04,25.04,1.22,4.53,23.95,1.47,2472000000.0,829984506.0,0.08,-0.04,23.97,-18.09
2271,300928,华安鑫创,37.08,-1.28,-0.48,17873.0,66864466.0,3.38,38.08,36.81,37.63,37.56,0.84,3.37,-56.29,2.5,2966400000.0,1965725859.0,0.08,0.05,22.86,-26.27
2272,301035,润丰股份,50.2,-1.28,-0.65,6110.0,30852912.34,2.06,51.1,50.05,50.8,50.85,0.66,0.22,30.94,2.15,14091380157.0,14071118081.0,-0.32,-0.14,32.84,-27.06
2273,300849,锦盛新材,13.12,-1.28,-0.17,27761.0,36631584.83,2.11,13.31,13.03,13.29,13.29,0.86,2.29,1688.77,3.16,1968000000.0,1593660462.0,-0.23,-0.15,-0.23,-0.91
2274,688102,斯瑞新材,9.26,-1.28,-0.12,56956.0,52866933.0,1.81,9.38,9.21,9.3,9.38,0.65,1.36,64.54,6.28,6735148861.0,3873325100.0,0.0,0.11,30.24,-8.13
2275,000403,派林生物,21.6,-1.28,-0.28,60330.0,131155179.04,2.88,22.03,21.4,21.84,21.88,0.92,0.88,21.82,2.02,15791218121.0,14789826072.0,0.19,0.28,-12.44,-20.12
2276,600918,中泰证券,6.94,-1.28,-0.09,301136.0,210217780.0,2.13,7.05,6.9,7.04,7.03,0.87,0.76,72.16,1.3,48362262747.0,27571300144.0,0.14,0.29,22.83,1.76
2277,601788,光大证券,19.25,-1.28,-0.25,677230.0,1318604989.0,3.03,19.75,19.16,19.51,19.5,0.47,1.73,33.44,1.53,88757662051.0,75203952651.0,0.1,0.1,33.03,27.15
2278,000690,宝新能源,4.62,-1.28,-0.06,268458.0,124417611.98,1.5,4.67,4.6,4.66,4.68,0.91,1.23,12.73,0.83,10052601922.0,10046055766.0,0.0,0.22,14.64,11.86
2279,603151,邦基科技,11.54,-1.28,-0.15,18292.0,21271043.0,2.48,11.76,11.47,11.74,11.69,0.9,2.26,34.06,1.57,1938720000.0,932801280.0,-0.09,0.26,29.08,-22.5
2280,300635,中达安,11.52,-1.29,-0.15,74231.0,86510438.04,3.6,11.89,11.47,11.54,11.67,1.04,6.18,525.15,3.69,1570429440.0,1383647178.0,0.17,0.0,52.58,-8.35
2281,002389,航天彩虹,19.19,-1.29,-0.25,147457.0,284307037.0,2.16,19.48,19.06,19.3,19.44,0.67,1.49,2326.21,2.4,19122124970.0,19013897246.0,0.0,0.05,45.93,3.51
2282,600685,中船防务,24.56,-1.29,-0.32,63339.0,156050769.0,1.77,24.91,24.47,24.9,24.88,0.85,0.77,139.04,1.87,34715716644.0,20174448045.0,0.0,0.2,4.02,-3.8
2283,600550,保变电气,9.21,-1.29,-0.12,365528.0,338947151.0,2.36,9.39,9.17,9.25,9.33,0.76,1.98,150.72,28.76,16960477301.0,16960477301.0,-0.22,0.22,88.73,88.73
2284,600958,东方证券,10.74,-1.29,-0.14,526669.0,568628867.0,2.02,10.9,10.68,10.83,10.88,0.44,0.71,20.73,1.2,91253970436.0,80222245959.0,0.09,0.09,29.71,25.61
2285,300545,联得装备,33.75,-1.29,-0.44,44530.0,151025727.72,2.95,34.48,33.47,34.0,34.19,0.7,3.95,23.16,3.26,6023845800.0,3800929354.0,-0.03,0.03,39.41,-1.89
2286,600176,中国巨石,11.49,-1.29,-0.15,339725.0,389009673.0,2.41,11.6,11.32,11.55,11.64,0.78,0.85,22.5,1.59,45996041005.0,45996041005.0,0.17,0.17,18.33,20.19
2287,000920,沃顿科技,9.19,-1.29,-0.12,54732.0,50644534.0,2.15,9.34,9.14,9.34,9.31,0.8,1.3,21.55,2.36,4343388074.0,3877973225.0,0.33,0.22,23.19,-5.84
2288,600248,陕建股份,4.59,-1.29,-0.06,278081.0,127878066.0,1.94,4.65,4.56,4.63,4.65,0.91,0.76,4.36,0.71,17293202693.0,16894377593.0,0.0,0.0,32.66,20.16
2289,601956,东贝集团,5.35,-1.29,-0.07,128401.0,69239824.0,2.21,5.45,5.33,5.41,5.42,1.1,2.08,24.13,1.34,3326533914.0,3309660068.0,0.0,-0.19,21.59,-7.28
2290,601003,柳钢股份,3.05,-1.29,-0.04,129871.0,39884084.0,1.94,3.1,3.04,3.08,3.09,0.78,0.51,-19.07,0.92,7816519260.0,7816519260.0,-0.65,0.0,13.81,-3.79
2291,688589,力合微,28.2,-1.3,-0.37,30307.0,87445324.0,4.9,29.5,28.1,29.42,28.57,1.24,2.5,50.9,3.64,3417189764.0,3417189764.0,-0.07,0.0,42.71,-14.47
2292,600054,黄山旅游,11.43,-1.3,-0.15,62590.0,72153895.0,2.42,11.67,11.39,11.51,11.58,0.91,1.22,21.95,1.8,8336806999.0,5867019000.0,0.0,0.18,7.32,7.12
2293,688657,浩辰软件,44.95,-1.3,-0.59,4580.0,20858929.0,3.14,46.23,44.8,45.08,45.54,0.67,1.13,63.67,2.11,2944867246.0,1815503485.0,0.04,0.2,46.51,-19.4
2294,000733,振华科技,44.91,-1.3,-0.59,76030.0,344429441.62,3.38,46.34,44.8,45.81,45.5,0.77,1.37,28.96,1.72,24887749146.0,24870000714.0,0.02,0.02,23.92,-22.21
2295,600587,新华医疗,18.26,-1.3,-0.24,109286.0,200242311.0,2.38,18.54,18.1,18.4,18.5,1.26,1.82,13.47,1.47,11077938801.0,10993368944.0,0.0,0.16,9.87,-6.12
2296,000009,中国宝安,9.89,-1.3,-0.13,214735.0,213542699.35,2.1,10.06,9.85,10.02,10.02,0.54,0.84,49.64,2.51,25508426114.0,25233645904.0,-0.1,-0.1,34.01,-15.47
2297,300435,中泰股份,12.93,-1.3,-0.17,75091.0,97702105.0,1.91,13.15,12.9,13.1,13.1,0.86,2.04,19.74,1.52,4987269090.0,4769372471.0,0.08,0.08,35.96,-9.14
2298,688799,华纳药厂,40.31,-1.3,-0.53,8386.0,34172933.0,2.57,41.27,40.22,40.99,40.84,0.89,0.89,17.9,2.01,3781078000.0,3781078000.0,-0.07,0.07,8.33,-16.09
2299,002149,西部材料,15.97,-1.3,-0.21,63791.0,103383116.48,3.34,16.47,15.93,16.25,16.18,1.11,1.31,42.42,2.64,7796781956.0,7795584206.0,0.0,0.13,24.47,3.23
2300,688386,泛亚微透,32.7,-1.3,-0.43,7310.0,23954295.0,2.78,33.37,32.45,33.0,33.13,1.4,1.04,25.77,3.2,2289000000.0,2289000000.0,0.12,0.28,26.79,-18.86
2301,300214,日科化学,6.08,-1.3,-0.08,122952.0,75642118.9,5.84,6.36,6.0,6.2,6.16,1.12,3.05,-40.53,1.15,2828188693.0,2453668123.0,0.5,0.5,31.32,-5.88
2302,688511,天微电子,19.71,-1.3,-0.26,9960.0,19619929.0,4.01,20.2,19.4,20.2,19.97,0.61,0.97,243.51,2.42,2047583678.0,2034283449.0,0.87,0.92,90.62,-17.6
2303,601828,美凯龙,3.79,-1.3,-0.05,620952.0,238981448.0,5.47,3.97,3.76,3.8,3.84,0.85,1.72,-6.56,0.35,16504436831.0,13694964278.0,0.26,0.0,73.06,-2.07
2304,301032,新柴股份,10.61,-1.3,-0.14,53311.0,57444854.0,3.35,10.94,10.58,10.78,10.75,1.14,3.36,41.03,2.25,2558425374.0,1683303290.0,0.09,0.0,61.74,5.05
2305,601177,杭齿前进,9.08,-1.3,-0.12,51234.0,46817618.0,2.28,9.23,9.02,9.11,9.2,0.83,1.28,14.68,1.45,3704413000.0,3632544800.0,0.0,-0.11,28.79,-12.02
2306,002342,巨力索具,3.78,-1.31,-0.05,209319.0,79755665.0,2.61,3.86,3.76,3.82,3.83,1.02,2.19,-730.91,1.47,3628800000.0,3608728200.0,0.27,0.0,28.57,-12.3
2307,002542,中化岩土,5.29,-1.31,-0.07,4121465.0,2279447006.35,16.6,5.9,5.01,5.64,5.36,1.55,25.74,-37.17,4.75,9554357544.0,8470610643.0,0.0,-0.56,269.93,95.93
2308,002448,中原内配,6.8,-1.31,-0.09,185650.0,126453041.5,2.47,6.9,6.73,6.82,6.89,0.86,3.81,12.88,1.14,4001185593.0,3310761274.0,0.0,0.0,25.69,4.45
2309,603298,杭叉集团,17.37,-1.31,-0.23,58306.0,101354326.0,2.27,17.67,17.27,17.61,17.6,0.75,0.45,10.85,2.34,22751435291.0,22751435291.0,-0.12,0.0,-1.03,-0.23
2310,601137,博威合金,17.37,-1.31,-0.23,169472.0,295043781.0,2.5,17.69,17.25,17.6,17.6,0.85,2.17,9.28,1.75,13581482747.0,13552301147.0,0.12,0.12,20.79,15.19
2311,301468,博盈特焊,23.39,-1.31,-0.31,8279.0,19518614.42,2.32,23.85,23.3,23.7,23.7,0.96,1.1,34.96,1.33,3087480000.0,1767021525.0,0.0,0.34,22.08,-22.01
2312,300475,香农芯创,29.42,-1.31,-0.39,119629.0,356613152.2,3.62,30.42,29.34,30.2,29.81,0.9,2.72,27.71,4.56,13461584865.0,12951883365.0,-0.03,0.07,16.65,-12.49
2313,002273,水晶光电,21.12,-1.31,-0.28,267989.0,567105085.41,1.68,21.36,21.0,21.2,21.4,0.6,1.97,25.57,3.32,29370152508.0,28679131642.0,-0.09,0.14,24.97,60.73
2314,838971,天马新材,37.67,-1.31,-0.5,79480.0,307238952.65,10.66,41.22,37.15,39.7,38.17,1.27,9.38,118.82,9.12,3993321435.0,3190283676.0,-0.03,-0.69,327.58,135.58
2315,600408,安泰集团,2.26,-1.31,-0.03,180172.0,41174206.0,3.49,2.32,2.24,2.28,2.29,0.83,1.79,-5.67,1.47,2275368000.0,2275368000.0,0.0,0.0,48.68,-7.0
2316,300614,百川畅银,11.3,-1.31,-0.15,80545.0,92923272.62,6.46,11.97,11.23,11.4,11.45,1.56,5.02,-18.29,1.35,1812915997.0,1812915997.0,0.18,0.36,32.63,-39.67
2317,301161,唯万密封,23.33,-1.31,-0.31,330392.0,866045042.34,23.05,28.37,22.92,28.37,23.64,4.42,61.95,41.68,2.87,2799600000.0,1244142240.0,0.95,-0.26,60.34,15.72
2318,600595,中孚实业,3.01,-1.31,-0.04,616503.0,187387550.0,2.95,3.08,2.99,3.06,3.05,0.9,1.54,12.45,0.83,12068384643.0,12063794393.0,0.0,-0.33,25.94,-13.51
2319,002890,弘宇股份,11.28,-1.31,-0.15,16744.0,18970969.42,3.06,11.53,11.18,11.43,11.43,1.06,1.04,104.29,3.24,1916191805.0,1821541911.0,0.09,0.62,36.89,-4.49
2320,605259,绿田机械,15.77,-1.31,-0.21,16394.0,26013860.0,2.13,16.06,15.72,15.98,15.98,0.92,0.95,14.7,1.65,2720009600.0,2720009600.0,0.06,-0.19,25.96,-0.57
2321,000969,安泰科技,12.0,-1.32,-0.16,424991.0,514290862.0,2.96,12.26,11.9,12.16,12.16,0.58,4.14,27.81,2.3,12609457164.0,12312004152.0,0.08,0.08,44.06,34.68
2322,603027,千禾味业,12.74,-1.32,-0.17,98055.0,125943399.0,2.56,13.0,12.67,12.83,12.91,0.78,1.02,27.93,3.73,13093294036.0,12246230597.0,0.08,0.31,4.51,-18.7
2323,600096,云天化,21.72,-1.32,-0.29,285258.0,620001696.0,1.95,22.03,21.6,22.0,22.01,1.29,1.56,6.75,1.86,39841620385.0,39841620385.0,0.14,0.05,4.22,48.77
2324,688307,中润光学,25.41,-1.32,-0.34,14281.0,36837210.0,3.3,26.17,25.32,25.73,25.75,0.93,2.5,44.54,2.66,2236080000.0,1449623272.0,-0.08,0.0,38.1,-17.23
2325,002818,富森美,13.45,-1.32,-0.18,28698.0,38796842.0,2.93,13.74,13.34,13.61,13.63,1.14,0.96,13.82,1.78,10066772743.0,4012904219.0,0.07,0.22,28.22,18.19
2326,301232,飞沃科技,29.88,-1.32,-0.4,17611.0,52561415.54,2.64,30.24,29.44,30.18,30.28,0.9,4.02,-23.17,1.54,2245850928.0,1307467078.0,0.2,0.61,27.69,-13.37
2327,600218,全柴动力,8.2,-1.32,-0.11,58536.0,48201501.0,2.17,8.33,8.15,8.3,8.31,0.68,1.34,43.04,1.12,3571919336.0,3571919336.0,0.12,0.24,27.93,-13.68
2328,601601,中国太保,35.03,-1.32,-0.47,263016.0,921269896.0,1.92,35.44,34.76,35.3,35.5,0.95,0.38,6.6,1.23,337000561169.0,239781802169.0,0.17,0.29,17.55,53.91
2329,601990,南京证券,8.94,-1.32,-0.12,305290.0,274738587.0,2.1,9.09,8.9,9.03,9.06,0.63,0.83,35.51,1.89,32956067644.0,32718512292.0,0.11,0.0,22.3,13.16
2330,000070,ST特信,5.96,-1.32,-0.08,198884.0,120664845.4,4.3,6.19,5.93,6.05,6.04,0.78,2.24,909.72,2.81,5366054770.0,5296033209.0,-0.17,0.0,45.37,-24.94
2331,300436,广生堂,26.8,-1.33,-0.36,27180.0,73258996.0,3.09,27.56,26.72,27.0,27.16,0.97,1.99,-45.32,9.57,4268355600.0,3664032698.0,0.04,0.07,51.5,4.56
2332,002020,京新药业,12.65,-1.33,-0.17,124325.0,158340714.2,2.11,12.86,12.59,12.76,12.82,0.6,1.72,14.21,1.87,10892018621.0,9158199438.0,0.0,0.16,13.66,1.85
2333,600745,闻泰科技,36.43,-1.33,-0.49,651512.0,2419422097.0,4.58,37.97,36.28,37.6,36.92,1.23,5.24,82.0,1.26,45322659357.0,45322659357.0,0.0,0.03,43.43,-13.65
2334,002692,远程股份,4.46,-1.33,-0.06,94951.0,42565301.88,2.43,4.54,4.43,4.52,4.52,0.96,1.32,46.75,2.77,3202931160.0,3201677789.0,0.0,0.22,29.65,-2.19
2335,000090,天健集团,4.46,-1.33,-0.06,236253.0,106044422.9,2.21,4.54,4.44,4.51,4.52,0.64,1.26,19.03,0.74,8333712636.0,8333331306.0,-0.22,0.22,33.13,2.53
2336,603028,赛福天,7.43,-1.33,-0.1,144561.0,108773990.0,6.11,7.78,7.32,7.6,7.53,1.4,5.04,-57.8,3.2,2132707200.0,2132707200.0,0.41,0.27,36.33,-33.18
2337,600663,陆家嘴,10.39,-1.33,-0.14,68545.0,71517642.0,1.8,10.53,10.34,10.51,10.53,1.14,0.23,37.21,2.13,52315246725.0,30478664362.0,0.0,0.0,34.24,20.25
2338,002028,思源电气,77.86,-1.33,-1.05,56212.0,438128573.91,2.38,79.28,77.4,78.83,78.91,1.05,0.93,30.4,5.14,60442461763.0,47083509945.0,0.0,0.09,18.96,50.77
2339,601877,正泰电器,22.24,-1.33,-0.3,84402.0,188379363.0,1.73,22.54,22.15,22.49,22.54,0.83,0.39,10.25,1.15,47793070026.0,47793070026.0,0.0,-0.04,19.25,6.11
2340,000650,仁和药业,5.93,-1.33,-0.08,256162.0,152629173.98,1.66,6.01,5.91,6.01,6.01,0.95,1.92,14.98,1.36,8301633728.0,7895117996.0,0.17,0.0,10.02,-7.78
2341,002981,朝阳科技,25.93,-1.33,-0.35,46262.0,119976220.15,4.76,26.77,25.52,26.02,26.28,0.75,3.88,34.63,3.53,3498006682.0,3089609182.0,0.12,0.31,30.83,5.66
2342,688628,优利德,35.54,-1.33,-0.48,9198.0,32880992.0,2.14,36.15,35.38,36.03,36.02,0.97,0.83,19.57,3.21,3954962173.0,3950441485.0,0.14,0.25,23.75,-6.96
2343,600715,*ST文投,2.22,-1.33,-0.03,196436.0,44147593.0,3.11,2.28,2.21,2.24,2.25,0.74,1.06,-7.77,-2.88,4117774770.0,4117774770.0,-0.45,-0.45,24.72,-16.23
2344,002638,勤上股份,2.96,-1.33,-0.04,1537143.0,461908729.29,9.33,3.14,2.86,2.93,3.0,0.88,11.41,-76.52,1.74,4252319273.0,3987289487.0,-0.34,-0.34,78.31,9.23
2345,002033,丽江股份,8.88,-1.33,-0.12,107276.0,95936462.25,2.67,9.06,8.82,8.95,9.0,0.7,1.95,19.03,1.94,4879477514.0,4879384007.0,0.34,0.23,5.59,14.73
2346,600138,中青旅,10.35,-1.33,-0.14,167286.0,174607852.0,2.57,10.59,10.32,10.45,10.49,0.85,2.31,36.71,1.19,7491744000.0,7491744000.0,0.0,0.0,11.77,-1.8
2347,605068,明新旭腾,14.03,-1.34,-0.19,16570.0,23400130.0,2.32,14.28,13.95,14.2,14.22,1.02,1.02,141.14,1.33,2274826108.0,2274826108.0,0.07,0.36,19.81,-37.48
2348,002839,张家港行,4.43,-1.34,-0.06,278775.0,124001450.37,1.34,4.48,4.42,4.47,4.49,0.79,1.19,5.47,0.65,10828448235.0,10397119708.0,-0.23,-0.23,16.27,20.38
2349,603020,爱普股份,8.12,-1.34,-0.11,68448.0,56126608.0,3.28,8.34,8.07,8.19,8.23,0.99,1.79,26.24,0.97,3111890725.0,3111890725.0,0.12,0.37,27.47,-1.69
2350,605162,新中港,7.38,-1.34,-0.1,64194.0,47677485.0,2.81,7.54,7.33,7.42,7.48,1.14,1.6,24.74,2.42,2955740007.0,2955740007.0,0.14,0.27,19.42,-18.09
2351,603310,巍华新材,18.45,-1.34,-0.25,24522.0,45522095.0,2.19,18.78,18.37,18.75,18.7,0.74,3.62,25.99,1.58,6371523000.0,1248852659.0,0.05,0.27,15.67,8.59
2352,600681,百川能源,3.69,-1.34,-0.05,84314.0,31259460.0,2.14,3.75,3.67,3.75,3.74,0.77,0.63,21.55,1.4,4947754249.0,4943894369.0,0.0,0.27,17.52,-0.54
2353,300433,蓝思科技,21.4,-1.34,-0.29,217473.0,467219107.78,2.31,21.8,21.3,21.67,21.69,0.53,0.44,33.73,2.25,106633616399.0,106253521583.0,0.09,0.28,24.71,65.89
2354,300885,海昌新材,11.78,-1.34,-0.16,46096.0,54631109.15,3.1,12.04,11.67,11.95,11.94,0.71,2.72,48.46,3.49,2954424000.0,1998665186.0,-0.08,0.0,32.51,12.62
2355,300600,ST瑞科,7.36,-1.34,-0.1,27778.0,20518836.0,2.14,7.47,7.31,7.47,7.46,0.99,1.13,-68.5,2.35,2165565773.0,1811762889.0,0.27,0.41,31.66,-36.33
2356,603995,甬金股份,19.11,-1.34,-0.26,18838.0,36150496.0,1.76,19.4,19.06,19.3,19.37,0.64,0.52,8.97,1.3,6986943240.0,6986943240.0,-0.16,-0.1,17.74,2.03
2357,600298,安琪酵母,34.53,-1.34,-0.47,58085.0,201006416.0,1.91,35.0,34.33,34.93,35.0,0.82,0.68,23.6,2.87,29994300766.0,29505742702.0,0.17,0.2,10.32,-0.43
2358,603233,大参林,15.42,-1.34,-0.21,51852.0,80387185.0,2.5,15.73,15.34,15.58,15.63,0.63,0.46,15.35,2.63,17561034217.0,17561034217.0,0.0,0.0,24.96,-36.49
2359,600468,百利电气,5.14,-1.34,-0.07,196743.0,101523910.0,2.5,5.23,5.1,5.17,5.21,0.78,1.81,40.73,2.63,5590959550.0,5590959550.0,0.19,0.0,32.47,-22.94
2360,002449,国星光电,8.8,-1.35,-0.12,247979.0,220280220.75,4.04,9.08,8.72,8.99,8.92,0.46,4.02,61.19,1.42,5442599087.0,5425146223.0,0.0,0.11,25.53,-6.48
2361,300705,九典制药,25.63,-1.35,-0.35,55950.0,144732156.54,3.62,26.38,25.44,25.97,25.98,0.6,1.53,21.13,5.26,12671059331.0,9353459769.0,-0.62,-0.08,18.27,9.02
2362,605337,李子园,11.71,-1.35,-0.16,189983.0,227139040.0,6.82,12.34,11.53,11.7,11.87,1.67,4.82,22.03,2.81,4618809001.0,4618809001.0,0.09,0.17,36.64,-13.83
2363,600596,新安股份,8.78,-1.35,-0.12,145057.0,127833522.0,1.57,8.89,8.75,8.88,8.9,0.77,1.12,64.87,0.94,11849462090.0,11352293352.0,0.11,0.11,19.13,-2.66
2364,601500,通用股份,5.12,-1.35,-0.07,235056.0,120813335.0,1.93,5.19,5.09,5.18,5.19,0.89,1.49,16.07,1.37,8138192563.0,8073526963.0,0.0,0.0,17.97,25.49
2365,002188,中天服务,5.12,-1.35,-0.07,95996.0,49578457.0,2.89,5.24,5.09,5.19,5.19,0.91,3.98,371.23,11.09,1497797504.0,1233450476.0,-0.39,0.0,28.32,-22.19
