序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2366,000559,万向钱潮,6.58,-1.35,-0.09,288680.0,190381331.42,2.25,6.67,6.52,6.64,6.67,0.82,0.87,22.75,2.39,21738947044.0,21738864432.0,0.0,0.3,46.55,30.56
2367,000425,徐工机械,8.04,-1.35,-0.11,695203.0,560890138.96,2.09,8.16,7.99,8.1,8.15,0.68,0.86,13.42,1.61,95001975388.0,65285541360.0,-0.12,0.0,26.22,52.27
2368,002860,星帅尔,9.5,-1.35,-0.13,51434.0,49087117.2,2.91,9.68,9.4,9.59,9.63,1.0,1.76,15.01,1.71,2907064505.0,2782008567.0,0.0,0.11,29.08,-26.07
2369,688655,迅捷兴,11.68,-1.35,-0.16,18005.0,21204741.0,3.89,12.06,11.6,12.06,11.84,1.01,1.35,821.74,2.27,1557995200.0,1557995200.0,0.0,-0.09,32.58,-22.29
2370,600777,ST新潮,2.19,-1.35,-0.03,471555.0,103891483.0,2.7,2.23,2.17,2.22,2.22,0.99,0.74,6.76,0.69,14893085857.0,13941873736.0,0.0,0.0,8.42,-28.43
2371,300701,森霸传感,10.22,-1.35,-0.14,55904.0,57565998.25,3.57,10.52,10.15,10.31,10.36,1.14,2.32,58.79,3.09,2889552916.0,2461389982.0,0.1,-0.1,30.52,-10.35
2372,000970,中科三环,10.95,-1.35,-0.15,224134.0,246465639.73,3.06,11.21,10.87,11.2,11.1,0.93,1.84,-237.42,2.07,13312197214.0,13312197214.0,0.0,0.09,33.7,6.31
2373,301108,洁雅股份,27.72,-1.35,-0.38,5620.0,15621889.0,2.14,28.12,27.52,27.9,28.1,0.71,1.59,48.68,1.22,2251136155.0,976806452.0,-0.25,0.25,22.44,-18.9
2374,688151,华强科技,16.77,-1.35,-0.23,10773.0,18240863.0,2.59,17.18,16.74,17.01,17.0,0.91,1.05,156.99,1.38,5777265000.0,1713109164.0,0.06,0.06,29.2,-9.55
2375,688678,福立旺,13.12,-1.35,-0.18,51908.0,68574362.0,2.78,13.43,13.06,13.33,13.3,0.68,2.13,36.72,2.1,3190312415.0,3190312415.0,0.0,0.08,45.29,1.39
2376,002979,雷赛智能,31.32,-1.35,-0.43,437231.0,1382358832.28,7.46,32.85,30.48,30.6,31.75,1.65,20.17,49.94,6.79,9606194784.0,6788790341.0,0.22,0.03,58.9,46.15
2377,688037,芯源微,96.87,-1.35,-1.33,55681.0,549431177.0,6.51,102.4,96.01,101.0,98.2,0.92,2.77,135.65,7.7,19467669996.0,19467669996.0,0.03,0.14,65.31,5.28
2378,301267,华厦眼科,21.85,-1.35,-0.3,46289.0,101908661.0,2.8,22.32,21.7,22.05,22.15,0.74,1.41,32.71,3.16,18354000000.0,7184910919.0,-0.27,0.0,31.71,-31.68
2379,600511,国药股份,33.49,-1.35,-0.46,49821.0,167528234.0,1.86,33.94,33.31,33.93,33.95,0.78,0.9,12.79,1.52,25268305403.0,18531571740.0,-0.03,0.15,16.73,20.6
2380,688553,汇宇制药-W,16.69,-1.36,-0.23,28418.0,47725232.0,2.9,17.05,16.56,16.92,16.92,0.69,0.92,23.32,1.82,7069884000.0,5166109675.0,0.24,0.24,56.42,11.86
2381,000683,远兴能源,5.8,-1.36,-0.08,384285.0,223218206.08,1.87,5.88,5.77,5.87,5.88,0.91,1.17,9.01,1.5,21687224048.0,19041023133.0,0.0,0.17,1.22,4.13
2382,300294,博雅生物,31.13,-1.36,-0.43,43894.0,137242652.42,3.01,31.96,31.01,31.9,31.56,0.88,0.87,28.53,2.07,15697263214.0,15697263214.0,0.0,0.13,-3.08,-6.29
2383,603773,沃格光电,25.27,-1.37,-0.35,91743.0,236454699.0,6.05,26.55,25.0,25.51,25.62,0.67,4.51,-85.53,4.26,5636211526.0,5143993596.0,0.0,0.16,38.77,-2.85
2384,000601,韶能股份,4.33,-1.37,-0.06,138480.0,60407182.65,2.28,4.41,4.31,4.39,4.39,0.87,1.28,17.83,1.04,4678788727.0,4678392025.0,0.0,0.0,20.95,1.17
2385,688356,键凯科技,62.0,-1.37,-0.86,9343.0,57656617.0,4.02,63.5,60.97,62.26,62.86,1.5,1.54,86.37,2.96,3760343400.0,3760343400.0,0.68,0.71,24.85,-41.42
2386,301138,华研精机,30.97,-1.37,-0.43,38993.0,120604655.82,4.68,31.58,30.11,30.2,31.4,0.97,13.0,51.63,3.47,3716400000.0,929100000.0,-0.1,0.45,28.56,8.67
2387,600875,东方电气,15.12,-1.37,-0.21,165853.0,250900063.0,2.28,15.36,15.01,15.3,15.33,0.8,0.82,13.47,1.23,47136591790.0,30596515387.0,0.13,0.27,12.75,6.86
2388,300252,金信诺,9.36,-1.37,-0.13,327902.0,313295266.8,4.95,9.77,9.3,9.49,9.49,1.4,6.11,834.05,2.88,6197759886.0,5026612547.0,-0.11,0.0,44.0,1.41
2389,688002,睿创微纳,47.46,-1.37,-0.66,54281.0,259153914.0,3.95,48.97,47.07,48.2,48.12,0.79,1.21,33.02,4.21,21284692222.0,21284692222.0,-0.25,0.17,93.48,7.74
2390,000798,中水渔业,7.9,-1.37,-0.11,71949.0,57545601.91,3.12,8.12,7.87,7.97,8.01,0.73,1.97,133.97,5.9,2890283825.0,2890046825.0,0.13,0.13,24.61,-11.14
2391,603136,天目湖,11.49,-1.37,-0.16,35182.0,40756687.0,2.83,11.74,11.41,11.59,11.65,0.83,1.3,27.25,2.35,3103755898.0,3103755898.0,0.26,0.17,15.36,-6.59
2392,600391,航发科技,18.67,-1.37,-0.26,42529.0,79891450.0,2.01,18.98,18.6,18.87,18.93,0.78,1.29,86.67,3.75,6163515282.0,6163515282.0,0.05,0.16,29.29,-2.35
2393,600284,浦东建设,6.46,-1.37,-0.09,134934.0,87559276.0,2.14,6.56,6.42,6.56,6.55,0.94,1.39,10.18,0.81,6267853760.0,6267853760.0,0.0,0.0,29.46,6.08
2394,600477,杭萧钢构,2.87,-1.37,-0.04,291081.0,83917237.0,2.06,2.91,2.85,2.89,2.91,1.04,1.23,24.84,1.31,6798932851.0,6798932851.0,-0.35,-0.35,32.26,-10.59
2395,300572,安车检测,20.09,-1.37,-0.28,69077.0,139720550.0,3.68,20.59,19.84,20.39,20.37,0.58,3.76,-131.04,2.33,4600385233.0,3688454910.0,0.2,0.5,55.5,11.3
2396,601111,中国国航,7.89,-1.38,-0.11,992465.0,783408159.0,2.75,8.02,7.8,8.0,8.0,0.89,0.85,72.11,3.23,130924451952.0,91824683750.0,0.13,0.13,15.69,7.49
2397,301105,鸿铭股份,31.55,-1.38,-0.44,5770.0,18370144.0,3.0,32.2,31.24,31.99,31.99,1.19,3.51,301.94,1.84,1577500000.0,518603030.0,0.0,0.41,30.05,-16.16
2398,600399,抚顺特钢,6.45,-1.38,-0.09,280219.0,181577483.0,1.83,6.54,6.42,6.53,6.54,0.73,1.42,30.21,1.92,12720045000.0,12720045000.0,0.16,0.16,28.23,-33.23
2399,002870,香山股份,33.68,-1.38,-0.47,67599.0,231294144.72,3.92,35.0,33.66,33.91,34.15,0.9,6.5,26.64,2.8,4448307420.0,3504794014.0,-0.33,-0.41,17.07,-5.84
2400,003011,海象新材,17.91,-1.38,-0.25,25038.0,45234410.8,3.47,18.41,17.78,18.18,18.16,1.03,3.22,845.34,1.35,1838927160.0,1391550512.0,0.22,0.28,47.04,-13.18
2401,603087,甘李药业,45.83,-1.38,-0.64,42156.0,194426477.0,2.0,46.61,45.68,46.28,46.47,0.75,0.76,40.73,2.53,27546822241.0,25386053141.0,0.0,-0.13,17.45,-11.78
2402,605003,众望布艺,18.59,-1.38,-0.26,13254.0,24742410.0,2.65,18.93,18.43,18.85,18.85,0.87,1.2,22.69,1.44,2044900000.0,2044900000.0,0.05,0.0,22.14,-3.83
2403,002221,东华能源,10.0,-1.38,-0.14,163100.0,162757547.0,3.45,10.19,9.84,10.19,10.14,0.82,1.12,90.05,1.47,15761277670.0,14608898620.0,0.4,0.6,18.06,-2.91
2404,002939,长城证券,8.57,-1.38,-0.12,315764.0,271857128.0,2.42,8.71,8.5,8.65,8.69,0.52,0.91,23.62,1.17,34575039013.0,29888928741.0,0.12,0.0,30.64,8.62
2405,301001,凯淳股份,27.85,-1.38,-0.39,45639.0,126921093.66,2.8,28.31,27.52,27.65,28.24,0.51,9.07,357.28,2.75,2228000000.0,1400855000.0,0.0,0.4,52.52,9.56
2406,300296,利亚德,5.71,-1.38,-0.08,1521248.0,872552064.92,4.49,5.87,5.61,5.81,5.79,1.66,7.28,59.72,1.73,14442851246.0,11935268236.0,0.35,0.18,38.93,-4.03
2407,600573,惠泉啤酒,10.7,-1.38,-0.15,43240.0,46681271.0,2.49,10.91,10.64,10.75,10.85,0.82,1.73,25.18,2.04,2675000000.0,2675000000.0,0.09,0.28,14.07,3.68
2408,600525,长园集团,5.7,-1.38,-0.08,197313.0,113180613.0,3.29,5.83,5.64,5.78,5.78,0.87,1.5,-95.17,1.48,7518557366.0,7492793366.0,0.0,0.18,41.44,6.54
2409,002471,中超控股,2.85,-1.38,-0.04,527922.0,151750289.87,4.15,2.94,2.82,2.88,2.89,1.07,4.06,-429.17,2.33,3901650000.0,3703183875.0,0.35,0.0,44.67,-0.7
2410,603477,巨星农牧,19.23,-1.38,-0.27,70000.0,135240748.0,2.0,19.55,19.16,19.31,19.5,0.82,1.37,28.35,3.18,9808651004.0,9808651004.0,0.05,-0.05,9.39,-48.68
2411,000728,国元证券,8.54,-1.39,-0.12,497734.0,426306163.57,2.77,8.68,8.44,8.6,8.66,0.84,1.14,17.8,1.05,37266663189.0,37266663189.0,0.12,0.35,36.42,27.84
2412,601700,风范股份,4.98,-1.39,-0.07,186543.0,93504025.0,2.77,5.09,4.95,5.06,5.05,0.96,1.63,49.98,2.12,5688388566.0,5688388566.0,0.2,0.2,34.96,0.4
2413,600168,武汉控股,4.98,-1.39,-0.07,107409.0,53820866.0,2.38,5.08,4.96,5.02,5.05,0.96,1.08,51.05,0.94,4947119894.0,4947119894.0,0.2,0.2,32.45,3.97
2414,603948,建业股份,19.19,-1.39,-0.27,5953.0,11501332.0,2.06,19.52,19.12,19.46,19.46,0.6,0.37,14.06,1.53,3118167115.0,3118167115.0,0.05,0.05,22.54,-11.73
2415,688375,国博电子,49.73,-1.39,-0.7,16069.0,80601114.0,2.74,50.88,49.5,50.48,50.43,0.65,0.61,72.55,4.93,29639820977.0,13201939767.0,0.06,0.16,35.61,-5.94
2416,300747,锐科激光,20.6,-1.39,-0.29,94238.0,195634773.38,3.06,21.06,20.42,20.87,20.89,0.88,1.85,72.72,3.54,11635329657.0,10491037025.0,0.05,0.05,47.04,-12.0
2417,600955,维远股份,14.9,-1.39,-0.21,18879.0,28335486.0,2.18,15.15,14.82,15.15,15.11,0.82,0.34,69.95,0.95,8195000000.0,8195000000.0,0.07,0.2,11.36,-16.76
2418,301265,华新环保,9.93,-1.39,-0.14,34155.0,34101953.34,2.38,10.11,9.87,10.03,10.07,0.73,2.01,55.74,1.46,3008523697.0,1686085729.0,0.1,0.4,24.91,-3.12
2419,603799,华友钴业,31.9,-1.39,-0.45,243836.0,783743530.0,2.75,32.67,31.78,32.52,32.35,0.75,1.45,13.44,1.58,54141097252.0,53794092242.0,0.03,0.09,42.22,-0.09
2420,603111,康尼机电,6.38,-1.39,-0.09,115877.0,74449728.0,2.78,6.52,6.34,6.43,6.47,0.82,1.38,17.51,1.51,5786711372.0,5341154629.0,0.0,0.16,20.83,18.81
2421,002336,*ST人乐,4.96,-1.39,-0.07,110220.0,56222053.9,7.95,5.25,4.85,5.09,5.03,1.06,2.5,-3.37,-2.5,2182400000.0,2182400000.0,0.0,-1.2,81.02,-62.96
2422,601628,中国人寿,42.5,-1.39,-0.6,85956.0,366106306.0,2.02,43.13,42.26,42.85,43.1,0.66,0.04,8.62,2.12,1201249962500.0,885000025000.0,0.0,0.05,25.11,53.32
2423,300777,中简科技,26.91,-1.39,-0.38,58747.0,158255969.25,2.49,27.36,26.68,27.3,27.29,0.76,1.39,38.39,2.78,11832529821.0,11402918317.0,-0.11,0.3,35.77,-9.42
2424,002714,牧原股份,40.36,-1.39,-0.57,248340.0,1005463140.85,1.49,40.82,40.21,40.72,40.93,1.07,0.65,15.78,3.1,220581653578.0,153800550389.0,0.02,0.2,4.97,-1.99
2425,000777,中核科技,17.7,-1.39,-0.25,82213.0,146319669.18,2.84,18.05,17.54,17.95,17.95,0.78,2.14,43.99,3.33,6786491396.0,6786371638.0,-0.06,0.4,31.89,23.52
2426,002372,伟星新材,12.74,-1.39,-0.18,66645.0,85406348.1,2.32,12.98,12.68,12.9,12.92,0.48,0.45,24.38,4.26,20282563967.0,18738732309.0,-0.08,0.0,13.55,-6.12
2427,600639,浦东金桥,11.32,-1.39,-0.16,68921.0,78423498.0,1.66,11.47,11.28,11.47,11.48,0.85,0.81,24.4,0.9,12705713949.0,9624679478.0,0.09,0.0,21.98,18.66
2428,002783,凯龙股份,8.49,-1.39,-0.12,156502.0,134289526.11,3.37,8.74,8.45,8.58,8.61,0.97,3.58,28.42,1.71,4243265204.0,3707796209.0,-0.12,0.12,20.94,-26.11
2429,688565,力源科技,7.07,-1.39,-0.1,33736.0,23935929.0,6.0,7.28,6.85,7.28,7.17,1.04,2.25,-32.01,2.3,1074195297.0,1058591100.0,0.71,1.0,58.17,-16.33
2430,601236,红塔证券,8.48,-1.4,-0.12,225117.0,192732599.0,2.44,8.65,8.44,8.58,8.6,0.7,0.48,46.01,1.68,39998360052.0,39998360052.0,0.0,0.24,29.47,13.37
2431,002254,泰和新材,9.89,-1.4,-0.14,113796.0,113011200.0,2.39,10.06,9.82,10.05,10.03,1.01,1.4,42.38,1.21,8537987382.0,8030262098.0,0.0,0.1,23.78,-32.54
2432,601811,新华文轩,14.12,-1.4,-0.2,35829.0,50685287.0,1.82,14.3,14.04,14.28,14.32,0.87,0.45,14.66,1.26,17421834920.0,11181683068.0,0.0,-0.07,-0.21,9.54
2433,688096,京源环保,8.47,-1.4,-0.12,16827.0,14382651.0,3.14,8.69,8.42,8.69,8.59,0.92,1.1,-99.44,1.72,1290526468.0,1290526468.0,0.12,0.36,69.06,-9.61
2434,000757,浩物股份,4.23,-1.4,-0.06,134490.0,57791330.6,3.5,4.36,4.21,4.29,4.29,1.02,2.52,-70.74,1.45,2253389082.0,2253382500.0,0.24,0.24,54.95,-11.88
2435,600862,中航高科,23.95,-1.4,-0.34,80653.0,194197746.0,2.06,24.33,23.83,24.2,24.29,0.7,0.58,27.44,4.88,33363526113.0,33363526113.0,0.04,0.13,29.67,9.21
2436,300594,朗进科技,19.7,-1.4,-0.28,53752.0,106783534.0,4.05,20.22,19.41,19.89,19.98,0.75,5.91,-31.36,2.08,1809906965.0,1792663063.0,-0.2,-0.15,44.22,-5.2
2437,000498,山东路桥,6.33,-1.4,-0.09,128869.0,81760580.8,1.56,6.4,6.3,6.39,6.42,0.79,0.88,5.09,0.7,9881113719.0,9228527148.0,0.0,0.0,25.84,16.36
2438,301327,华宝新能,80.88,-1.4,-1.15,5621.0,46002900.28,3.11,82.86,80.31,81.84,82.03,0.79,1.62,47.48,1.65,10093824000.0,2801211346.0,0.0,0.12,12.91,6.25
2439,836942,恒立钻具,17.58,-1.4,-0.25,17080.0,30204493.94,5.1,18.21,17.3,17.79,17.83,0.53,4.11,27.05,2.25,1078130418.0,730932696.0,-0.23,0.0,118.66,36.7
2440,301397,溯联股份,28.1,-1.4,-0.4,13301.0,37361968.32,3.65,28.9,27.86,28.79,28.5,0.63,2.44,23.28,1.74,3370377675.0,1530277275.0,-0.04,-0.04,30.09,-23.68
2441,002696,百洋股份,5.62,-1.4,-0.08,67263.0,38207889.0,3.68,5.77,5.56,5.66,5.7,0.91,1.95,-47.73,1.42,1946555912.0,1934060888.0,-0.18,0.18,46.74,-15.11
2442,002073,软控股份,8.43,-1.4,-0.12,318657.0,271006081.92,3.51,8.67,8.37,8.55,8.55,1.06,3.22,18.73,1.52,8576308323.0,8340195404.0,-0.12,0.36,29.1,30.29
2443,601228,广州港,3.51,-1.4,-0.05,303993.0,107045818.0,1.97,3.56,3.49,3.56,3.56,0.67,0.4,24.27,1.28,26481305042.0,26481305042.0,0.0,0.0,12.14,13.59
2444,688059,华锐精密,46.99,-1.41,-0.67,6954.0,33106634.0,2.75,48.2,46.89,47.81,47.66,0.63,1.12,28.47,2.41,2925410239.0,2925410239.0,0.15,-0.02,14.41,-39.69
2445,688100,威胜信息,35.75,-1.41,-0.51,21165.0,75581146.0,2.59,36.34,35.4,35.94,36.26,0.96,0.43,31.2,5.6,17577745006.0,17577745006.0,-0.14,0.25,4.35,25.48
2446,688029,南微医学,70.04,-1.41,-1.0,16440.0,115590758.0,1.59,70.93,69.8,70.87,71.04,0.84,0.88,21.87,3.53,13156833437.0,13156833437.0,0.06,0.09,19.32,-26.51
2447,605196,华通线缆,11.89,-1.41,-0.17,136896.0,165330088.0,5.47,12.43,11.77,12.02,12.06,1.04,2.68,16.42,1.98,6081530266.0,6074372486.0,0.08,0.34,52.44,55.83
2448,300768,迪普科技,18.86,-1.41,-0.27,56654.0,107978984.5,3.08,19.33,18.74,19.05,19.13,0.66,1.35,98.58,3.75,12142615676.0,7933792992.0,-0.21,-0.11,58.22,28.3
2449,603730,岱美股份,9.08,-1.41,-0.13,57585.0,52551676.0,2.06,9.23,9.04,9.17,9.21,1.0,0.35,18.07,3.3,15007025833.0,15007025833.0,0.0,0.22,1.68,-16.24
2450,002352,顺丰控股,40.51,-1.41,-0.58,215262.0,874751199.8,1.51,41.0,40.38,41.0,41.09,0.9,0.45,19.89,2.41,201990434681.0,193991442091.0,0.1,0.1,16.24,5.49
2451,600790,轻纺城,4.19,-1.41,-0.06,278890.0,118451604.0,3.76,4.33,4.17,4.18,4.25,1.13,1.9,20.85,0.98,6141663988.0,6141663988.0,0.0,0.24,29.32,8.27
2452,300250,初灵信息,16.74,-1.41,-0.24,177625.0,300466401.34,5.59,17.47,16.52,17.01,16.98,1.36,11.27,-88.96,6.4,3583489598.0,2638500578.0,0.18,0.66,52.04,-3.96
2453,000856,冀东装备,8.37,-1.41,-0.12,60706.0,51446432.08,3.77,8.62,8.3,8.4,8.49,0.71,2.67,126.83,4.57,1899990000.0,1899990000.0,0.24,0.36,41.86,-12.54
2454,688120,华海清科,189.0,-1.41,-2.71,28239.0,539419558.0,3.91,195.5,188.0,195.5,191.71,0.92,1.66,46.56,7.26,44741004777.0,32124825180.0,0.11,0.16,47.66,50.48
2455,001389,广合科技,41.84,-1.41,-0.6,20543.0,87304816.14,3.68,43.2,41.64,42.35,42.44,0.92,5.4,26.91,6.15,17669032000.0,1592848800.0,0.0,-0.07,16.51,143.54
2456,002091,江苏国泰,7.67,-1.41,-0.11,203352.0,156301643.06,2.19,7.77,7.6,7.76,7.78,0.85,1.27,10.55,0.82,12483812841.0,12250792680.0,0.26,0.13,22.13,3.23
2457,833429,康比特,19.5,-1.42,-0.28,74964.0,150020952.16,9.3,20.99,19.15,19.4,19.78,0.68,6.73,27.77,2.91,2427750000.0,2170936053.0,0.05,0.36,111.5,42.54
2458,000661,长春高新,107.9,-1.42,-1.55,34386.0,372351317.89,1.85,109.36,107.34,109.35,109.45,0.75,0.86,11.67,1.89,43407197713.0,42955526371.0,0.05,0.28,35.89,-23.64
2459,600828,茂业商业,3.48,-1.42,-0.05,169784.0,59602513.0,4.25,3.59,3.44,3.53,3.53,0.87,0.98,29.38,0.85,6027299260.0,6025133430.0,0.0,0.0,42.62,-3.87
2460,301348,蓝箭电子,27.82,-1.42,-0.4,75870.0,217342956.21,5.24,29.27,27.79,28.87,28.22,1.38,5.69,44294.86,3.68,5564000000.0,3711376814.0,0.07,-0.32,30.49,-39.67
2461,300257,开山股份,9.73,-1.42,-0.14,77943.0,76132372.76,2.74,9.89,9.62,9.88,9.87,1.0,0.82,32.92,1.53,9668068725.0,9287836847.0,-0.21,0.0,24.9,-37.87
2462,300960,通业科技,23.62,-1.42,-0.34,24328.0,57765187.88,3.26,24.16,23.38,23.7,23.96,1.13,2.62,57.71,4.05,2424933010.0,2196055210.0,0.3,0.81,26.99,9.96
2463,002937,兴瑞科技,17.35,-1.42,-0.25,33489.0,58327554.31,2.33,17.62,17.21,17.6,17.6,0.82,1.13,20.14,3.48,5166377980.0,5149159493.0,0.29,0.41,-2.14,-32.39
2464,300138,晨光生物,9.02,-1.42,-0.13,73932.0,67227783.51,2.62,9.2,8.96,9.1,9.15,0.85,1.86,52.2,1.42,4357562839.0,3592785894.0,0.11,0.22,22.72,-32.18
2465,603191,望变电气,12.46,-1.42,-0.18,50461.0,63035344.0,1.66,12.63,12.42,12.61,12.64,0.92,2.7,57.97,1.72,4151265891.0,2326355090.0,0.0,0.0,23.24,-18.99
2466,002420,毅昌科技,6.23,-1.42,-0.09,121295.0,76259821.0,3.01,6.37,6.18,6.3,6.32,1.01,3.07,26.67,4.88,2547073200.0,2459527645.0,0.0,0.16,29.52,-0.16
2467,603889,新澳股份,6.92,-1.42,-0.1,40503.0,28232066.0,1.99,7.03,6.89,7.0,7.02,0.82,0.57,10.24,1.51,5054997326.0,4957799006.0,-0.14,0.14,11.43,1.47
2468,600268,国电南自,6.92,-1.42,-0.1,104090.0,72264193.0,1.99,7.01,6.87,6.98,7.02,0.92,1.03,50.29,2.27,7031367449.0,6962025471.0,-0.14,0.0,25.36,20.77
2469,000411,英特集团,11.07,-1.42,-0.16,42723.0,47564923.8,2.49,11.28,11.0,11.26,11.23,0.75,1.33,12.21,1.32,5780195795.0,3553222154.0,0.09,0.27,22.86,1.47
2470,002887,绿茵生态,7.61,-1.42,-0.11,37169.0,28435920.0,2.33,7.73,7.55,7.66,7.72,0.64,2.33,33.81,0.93,2328548384.0,1213787337.0,0.0,0.26,32.58,-9.73
2471,603606,东方电缆,58.1,-1.43,-0.84,44828.0,261730889.0,3.05,59.5,57.7,58.86,58.94,0.5,0.65,32.15,5.78,39956262881.0,39956262881.0,0.02,0.22,24.12,37.35
2472,603867,新化股份,25.59,-1.43,-0.37,24126.0,62143968.0,3.2,26.23,25.4,25.97,25.96,0.52,1.3,19.77,2.19,4749285820.0,4749285820.0,0.16,0.2,24.04,-20.99
2473,600369,西南证券,4.84,-1.43,-0.07,401641.0,195503850.0,2.24,4.92,4.81,4.9,4.91,0.62,0.64,49.94,1.26,32162328160.0,30565128160.0,0.0,0.21,36.72,19.51
2474,002233,塔牌集团,7.6,-1.43,-0.11,111112.0,84848899.03,1.82,7.72,7.58,7.7,7.71,1.06,0.93,17.83,0.77,9061290122.0,9055285742.0,0.0,0.0,11.11,15.5
2475,002014,永新股份,10.36,-1.43,-0.15,141322.0,148813135.15,5.52,10.87,10.29,10.62,10.51,2.08,2.34,15.61,2.62,6345415732.0,6260924234.0,0.29,0.48,24.82,32.82
2476,601869,长飞光纤,28.29,-1.43,-0.41,26343.0,74925083.0,2.51,28.85,28.13,28.69,28.7,0.88,0.65,28.07,1.85,21441135505.0,11495310903.0,0.0,0.18,26.13,4.97
2477,600909,华安证券,6.21,-1.43,-0.09,517624.0,323956301.0,2.54,6.33,6.17,6.27,6.3,0.56,1.1,19.14,1.35,29172507667.0,29172507667.0,0.0,0.16,42.43,29.92
2478,300722,新余国科,28.98,-1.43,-0.42,40843.0,119006127.58,2.65,29.53,28.75,29.25,29.4,0.68,1.48,91.48,12.96,8020402790.0,8020402790.0,0.14,0.35,52.05,33.61
2479,300847,中船汉光,17.92,-1.43,-0.26,48243.0,86956665.5,2.37,18.24,17.81,18.18,18.18,0.88,1.63,41.83,3.83,5304499200.0,5304499200.0,0.0,0.11,35.76,3.7
2480,300441,鲍斯股份,8.96,-1.43,-0.13,156962.0,141009753.76,2.53,9.09,8.86,9.09,9.09,1.16,2.5,6.16,2.43,5773966177.0,5617554755.0,0.0,0.67,46.64,34.33
2481,688114,华大智造,48.24,-1.43,-0.7,12587.0,61342060.0,3.17,49.56,48.01,48.94,48.94,0.65,0.59,-32.52,2.51,20092739317.0,10271863269.0,0.27,0.23,27.65,-43.92
2482,601059,信达证券,15.15,-1.43,-0.22,183262.0,279904994.0,2.67,15.45,15.04,15.37,15.37,0.73,2.65,41.61,2.68,49131450000.0,10477740000.0,0.13,0.07,23.47,-15.41
2483,300324,旋极信息,4.13,-1.43,-0.06,1385737.0,583001580.19,5.73,4.34,4.1,4.2,4.19,1.34,8.11,-37.18,2.37,7134949157.0,7054739853.0,0.0,0.49,93.9,22.19
2484,603856,东宏股份,11.7,-1.43,-0.17,23366.0,27534129.0,2.36,11.91,11.63,11.91,11.87,0.88,0.91,13.35,1.27,3000050820.0,3000050820.0,0.09,0.09,14.82,1.92
2485,300681,英搏尔,24.75,-1.43,-0.36,121845.0,304353891.15,4.54,25.53,24.39,24.75,25.11,0.91,6.91,92.87,3.26,6331771908.0,4365386190.0,0.08,0.08,81.99,28.64
2486,002276,万马股份,8.24,-1.44,-0.12,225127.0,185927120.0,2.15,8.36,8.18,8.33,8.36,0.82,2.24,24.6,1.48,8357748249.0,8281886689.0,0.12,0.12,25.42,-18.98
2487,301179,泽宇智能,18.51,-1.44,-0.27,43159.0,79984564.5,2.18,18.75,18.34,18.61,18.78,1.11,5.02,35.39,2.68,6209354697.0,1591479897.0,0.0,0.33,25.15,2.89
2488,000703,恒逸石化,6.17,-1.44,-0.09,118921.0,73689471.62,1.6,6.25,6.15,6.23,6.26,0.92,0.33,73.47,0.97,22621098204.0,22504073819.0,-0.16,-0.32,3.7,-6.8
2489,300009,安科生物,8.91,-1.44,-0.13,145659.0,129976114.5,2.1,9.03,8.84,8.99,9.04,0.92,1.19,19.0,3.79,14936249614.0,10885348862.0,0.11,0.56,12.64,-10.63
2490,603859,能科科技,30.84,-1.44,-0.45,176534.0,546486177.0,8.25,32.5,29.92,30.85,31.29,0.92,7.21,48.12,2.68,7546477099.0,7546477099.0,-0.03,0.49,116.88,21.27
2491,688579,山大地纬,10.96,-1.44,-0.16,106911.0,119119431.0,4.59,11.37,10.86,11.12,11.12,0.89,2.67,105.69,3.26,4384109600.0,4384109600.0,-0.18,0.27,53.72,-13.15
2492,301526,国际复材,4.11,-1.44,-0.06,249092.0,102555121.24,2.4,4.16,4.06,4.15,4.17,0.7,4.27,-73.91,1.89,15498308777.0,2395542874.0,0.0,0.24,37.46,-25.27
2493,300569,天能重工,5.47,-1.44,-0.08,170212.0,92949062.13,2.52,5.55,5.41,5.51,5.55,0.88,1.67,728.25,1.02,5594151288.0,5569155822.0,0.18,0.55,34.73,-22.74
2494,603393,新天然气,31.41,-1.44,-0.46,77257.0,244221436.0,1.73,31.93,31.38,31.9,31.87,1.06,1.83,11.32,1.7,13315368881.0,13271395132.0,-0.03,-0.13,-5.39,5.86
2495,000715,中兴商业,6.82,-1.45,-0.1,187564.0,129910066.82,4.62,7.1,6.78,6.92,6.92,1.18,4.52,38.48,1.5,2835203171.0,2830705749.0,0.0,0.29,43.28,-6.06
2496,000415,渤海租赁,4.09,-1.45,-0.06,1913787.0,788835774.14,3.61,4.21,4.06,4.1,4.15,0.58,3.55,11.93,0.83,25294692043.0,22056194166.0,-0.24,0.0,73.31,91.12
2497,603057,紫燕食品,18.4,-1.45,-0.27,42076.0,78529233.0,4.93,19.15,18.23,18.44,18.67,0.66,6.18,16.38,3.81,7622393200.0,1252339420.0,0.11,0.0,21.13,-10.16
2498,600874,创业环保,6.12,-1.45,-0.09,97879.0,60182481.0,1.93,6.21,6.09,6.18,6.21,0.73,0.8,10.64,1.01,9610958680.0,7530158680.0,0.0,0.0,22.89,13.75
