alias,auctionEndTime,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
,,NEO,1,,,,,,,NEO-USDC,SPOT,,1717068600000,0.00001,9999999999999.0000000000000000,1000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,USDC,normal,,live,,0.01,
,,NOT,1,,,,,,,NOT-USDC,SPOT,,1717055150000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDC,normal,,live,,0.00001,
,1721983500000,OAS,1,,,,,,,OAS-USDC,SPOT,,1721979900000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDC,normal,,live,,0.00001,
,,OM,1,,,,,,,OM-USDC,SPOT,,1711097949000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,normal,,live,,0.0001,
,1726542000000,ONDO,1,,,,,,,ONDO-USDC,SPOT,,1726541400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,,ONE,1,,,,,,,ONE-USDC,SPOT,,1711020300000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDC,normal,,live,,0.00001,
,,ONT,1,,,,,,,ONT-USDC,SPOT,,1716453608000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,,PEPE,1,,,,,,,PEPE-USDC,SPOT,,1703918212000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000000,,USDC,normal,,live,,0.000000001,
,1725004800000,PIXEL,1,,,,,,,PIXEL-USDC,SPOT,,1724838300000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,1725964200000,POL,1,,,,,,,POL-USDC,SPOT,,1725957042000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,PRCL,1,,,,,,,PRCL-USDC,SPOT,,1716026400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,1716377400000,PYTH,1,,,,,,,PYTH-USDC,SPOT,,1716376200000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,1681891800000,QTUM,1,,,,,,,QTUM-USDC,SPOT,,1681890600000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,normal,,live,,0.001,
,,RACA,1,,,,,,,RACA-USDC,SPOT,,1705574400000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDC,normal,,live,,0.0000001,
,,RAY,1,,,,,,,RAY-USDC,SPOT,,1712218200000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1700465700000,RDNT,1,,,,,,,RDNT-USDC,SPOT,,1700464500000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDC,normal,,live,,0.00001,
,,RIO,1,,,,,,,RIO-USDC,SPOT,,1716879955000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1726646580000,RNDR,1,,,,,,,RNDR-USDC,SPOT,,1726645980000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,,RON,1,,,,,,,RON-USDC,SPOT,,1710220102000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1721709000000,RVN,1,,,,,,,RVN-USDC,SPOT,,1721707800000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDC,normal,,live,,0.00001,
,,SAFE,1,,,,,,,SAFE-USDC,SPOT,,1714462645000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,SATS,1,,,,,,,SATS-USDC,SPOT,,1713778184000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDC,normal,,live,,0.00000000001,
,1679400000000,SHIB,1,,,,,,,SHIB-USDC,SPOT,,1679398800000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,USDC,normal,,live,,0.00000001,
,1702367700000,SKL,1,,,,,,,SKL-USDC,SPOT,,1702366500000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDC,normal,,live,,0.00001,
,1726483200000,SLERF,1,,,,,,,SLERF-USDC,SPOT,,1726482420000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,1722348000000,SSWP,1,,,,,,,SSWP-USDC,SPOT,,1722344400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,,STETH,1,,,,,,,STETH-USDC,SPOT,,1716466833000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDC,normal,,live,,0.1,
,,STRK,1,,,,,,,STRK-USDC,SPOT,,1712806657000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1716375000000,SUI,1,,,,,,,SUI-USDC,SPOT,,1716373800000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,SUSHI,1,,,,,,,SUSHI-USDC,SPOT,,1703064461000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,1722324000000,TCT,1,,,,,,,TCT-USDC,SPOT,,1722320400000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,,TEST3100,1,,,,,,,TEST3100-USDC,SPOT,,1722612600000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1701066600000,TIA,1,,,,,,,TIA-USDC,SPOT,,1701065400000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1722679500000,TMTG,1,,,,,,,TMTG-USDC,SPOT,,1722678900000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,,TNSR,1,,,,,,,TNSR-USDC,SPOT,,1716365200000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,,TON,1,,,,,,,TON-USDC,SPOT,,1679392200000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1719560520000,TOPC,1,,,,,,,TOPC-USDC,SPOT,,1719559320000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDC,normal,,live,,0.000001,
,1719395100000,TORN,1,,,,,,,TORN-USDC,SPOT,,1719393900000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,USDC,normal,,live,,0.01,
,,TRX,1,,,,,,,TRX-USDC,SPOT,,1679573400000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,normal,,live,,0.00001,
,,UNI,1,,,,,,,UNI-USDC,SPOT,5,1680594900000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,USDT,1,,,,,,,USDT-USDC,SPOT,10,1677123172000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,,VELA,1,,,,,,,VELA-USDC,SPOT,,1703239544000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,1727337900000,VENOM,1,,,,,,,VENOM-USDC,SPOT,,1727337000000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,,W,1,,,,,,,W-USDC,SPOT,,1713781200000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,1713523800000,WIF,1,,,,,,,WIF-USDC,SPOT,,1713522600000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1716367800000,XAUT,1,,,,,,,XAUT-USDC,SPOT,,1716366600000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,,USDC,normal,,live,,0.1,
,1727251800000,XEM,1,,,,,,,XEM-USDC,SPOT,,1727250600000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,,XLM,1,,,,,,,XLM-USDC,SPOT,,1688011800000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,,USDC,normal,,live,,0.00001,
,1727245200000,XPO,1,,,,,,,XPO-USDC,SPOT,,1727244000000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,,XTZ,1,,,,,,,XTZ-USDC,SPOT,,1702276648000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,USDC,normal,,live,,0.001,
,,XUC,1,,,,,,,XUC-USDC,SPOT,,1717067700000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,normal,,live,,0.00001,
,1700464800000,YGG,1,,,,,,,YGG-USDC,SPOT,,1700464080000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,1722002400000,YOYO,1,,,,,,,YOYO-USDC,SPOT,,1721916900000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,ZBCN,1,,,,,,,ZBCN-USDC,SPOT,,1716370500000,0.1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,USDC,normal,,live,,0.00001,
,1721703600000,ZEN,1,,,,,,,ZEN-USDC,SPOT,,1721702400000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,USDC,normal,,live,,0.0001,
,,ZERO,1,,,,,,,ZERO-USDC,SPOT,,1717056724000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,USDC,normal,,live,,0.0000001,
,,ZETA,1,,,,,,,ZETA-USDC,SPOT,,1709867087000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,ZEUS,1,,,,,,,ZEUS-USDC,SPOT,,1716371115000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,1726651200000,ZIL,1,,,,,,,ZIL-USDC,SPOT,,1726650600000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,,USDC,normal,,live,,0.00001,
,,ZK,1,,,,,,,ZK-USDC,SPOT,,1714636536000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,1719481200000,ZKS,1,,,,,,,ZKS-USDC,SPOT,,1719480000000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.0001,
,1720076100000,ZRO,1,,,,,,,ZRO-USDC,SPOT,,1720074900000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,USDC,normal,,live,,0.001,
,,ETH,1,,,,,,,ETH-BTC,SPOT,10,1605258225000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,,,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,,BTC,normal,,live,,0.00001,
,,OKB,1,,,,,,,OKB-BTC,SPOT,10,1605258225000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,,,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,normal,,live,,0.0000001,
,,LTC,1,,,,,,,LTC-BTC,SPOT,5,1605258225000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,,,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,normal,,live,,0.00000001,
,,XRP,1,,,,,,,XRP-BTC,SPOT,,1690544400000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,normal,,live,,0.000000001,
,,DOGE,1,,,,,,,DOGE-BTC,SPOT,,1690773900000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,999999,999999,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,BTC,normal,,live,,0.0000001,
,1732710000000,ACT,1,,,,,,,ACT-BTC,SPOT,,1732709280000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,BTC,normal,,live,,0.0001,
,,AAVE,1,,,,,,,AAVE-BTC,SPOT,,1690180860000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,BTC,normal,,live,,0.000001,
,1605258225000,ADA,1,,,,,,,ADA-BTC,SPOT,,1605258225000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,,,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.00000001,
,1724399400000,ARKM,1,,,,,,,ARKM-BTC,SPOT,,1724398920000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,BTC,normal,,live,,0.0000001,
,,ATOM,1,,,,,,,ATOM-BTC,SPOT,,1697017500000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.0000001,
,,AVAX,1,,,,,,,AVAX-BTC,SPOT,,1695373200000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.0000001,
,,BCH,1,,,,,,,BCH-BTC,SPOT,,1690957200000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,,BTC,normal,,live,,0.000001,
,1725002100000,BOME,1,,,,,,,BOME-BTC,SPOT,,1725001800000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,BTC,normal,,live,,0.0000000001,
,,BSV,1,,,,,,,BSV-BTC,SPOT,,1694586600000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.0000001,
,1724062500000,CNTM,1,,,,,,,CNTM-BTC,SPOT,,1724061900000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.00000001,
,,CRV,1,,,,,,,CRV-BTC,SPOT,,1723032000000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,999999,999999,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,BTC,normal,,live,,0.00000001,
,1726816200000,CVC,1,,,,,,,CVC-BTC,SPOT,,1726812000000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.00000001,
,1726729800000,DEGEN,1,,,,,,,DEGEN-BTC,SPOT,,1726729620000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,BTC,normal,,live,,0.0000000001,
,1727694000000,DGB,1,,,,,,,DGB-BTC,SPOT,,1727693400000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,BTC,normal,,live,,0.000000001,
,,DOGS,1,,,,,,,DOGS-BTC,SPOT,,1725523200000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,BTC,normal,,live,,0.0000000001,
,1675997153000,DOT,1,,,,,,,DOT-BTC,SPOT,,1675997753000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.000000001,
,,ETC,1,,,,,,,ETC-BTC,SPOT,,1691120700000,0.00001,9999999999999.0000000000000000,1000000,9999999999999,1000000,999999,999999,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.0000001,
,1676358753000,FIL,1,,,,,,,FIL-BTC,SPOT,,1676359353000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,normal,,live,,0.00000001,
,1727146200000,IOST,1,,,,,,,IOST-BTC,SPOT,,1727145000000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,BTC,normal,,live,,0.0000000001,
,,LINK,1,,,,,,,LINK-BTC,SPOT,,1690528800000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,normal,,live,,0.0000001,
,1690280100000,MATIC,1,,,,,,,MATIC-BTC,SPOT,,1690278900000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,999999,999999,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,normal,,live,,0.00000001,
,1723646700000,MAX,1,,,,,,,MAX-BTC,SPOT,,1723645800000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,,BTC,normal,,live,,0.00000001,
,,MEME,1,,,,,,,MEME-BTC,SPOT,,1701081300000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,BTC,normal,,live,,0.0000000001,
,1727236800000,NAS,1,,,,,,,NAS-BTC,SPOT,,1727235600000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,,BTC,normal,,live,,0.0000000001,
,1622460000000,OKT,1,,,,,,,OKT-BTC,SPOT,,1622457870000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.0000001,
,,OM,1,,,,,,,OM-BTC,SPOT,,1713777605000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,,BTC,normal,,live,,0.000000001,
,,OMG,1,,,,,,,OMG-BTC,SPOT,,1695182700000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,,BTC,normal,,live,,0.0000001,
,1725005400000,PAX,1,,,,,,,PAX-BTC,SPOT,,1725005160000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,BTC,normal,,live,,0.0000001,
,,PIXEL,1,,,,,,,PIXEL-BTC,SPOT,,1726228800000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.000000001,
,1725531300000,POL,1,,,,,,,POL-BTC,SPOT,,1725530700000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.000000001,
,,SHIB,1,,,,,,,SHIB-BTC,SPOT,,1690799400000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,,BTC,normal,,live,,0.0000000000001,
,1726137000000,SLERF,1,,,,,,,SLERF-BTC,SPOT,,1726129800000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.00000001,
,,TIA,1,,,,,,,TIA-BTC,SPOT,,1701615393000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,,BTC,normal,,live,,0.0000001,
,,TRX,1,,,,,,,TRX-BTC,SPOT,,1715934181000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,,BTC,normal,,live,,0.000000001,
,1727362800000,VENOM,1,,,,,,,VENOM-BTC,SPOT,,1727359200000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1,,BTC,normal,,live,,0.00000001,
,,XEM,1,,,,,,,XEM-BTC,SPOT,,1722241800000,0.01,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,999999,999999,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,BTC,normal,,live,,0.0000000001,
,,XPO,1,,,,,,,XPO-BTC,SPOT,,1721815620000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,BTC,normal,,live,,0.0000001,
,1622466000000,OKB,1,,,,,,,OKB-ETH,SPOT,,1622463776000,0.000001,999999999999.0000000000000000,1000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,,ETH,normal,,live,,0.000001,
,,XRP,1,,,,,,,XRP-ETH,SPOT,,1690771800000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,ETH,normal,,live,,0.0000001,
,1690543500000,SOL,1,,,,,,,SOL-ETH,SPOT,,1690542300000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.001,,ETH,normal,,live,,0.00001,
,1690788600000,DOGE,1,,,,,,,DOGE-ETH,SPOT,,1690787400000,0.0001,99999999999999.0000000000000000,1000000,99999999999999,1000000,999999,999999,99999999999999.0000000000000000,99999999999999.0000000000000000,10,,ETH,normal,,live,,0.00000001,
,,ACT,1,,,,,,,ACT-ETH,SPOT,,1732707000000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,ETH,normal,,live,,0.0001,
,1612254000000,ADA,1,,,,,,,ADA-ETH,SPOT,,1611907686000,1,9999999999999999.0000000000000000,1000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,,ETH,normal,,live,,0.00001,
,1725007500000,ARKM,1,,,,,,,ARKM-ETH,SPOT,,1725007080000,0.001,999999999999999.0000000000000000,1000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,,ETH,normal,,live,,0.001,
